id,valence,activation,accX,accY,accZ,electrode0,electrode1,electrode2,electrode3,alpha_relative0,alpha_relative1,alpha_relative2,alpha_relative3,beta_relative0,beta_relative1,beta_relative2,beta_relative3,gamma_relative0,gamma_relative1,gamma_relative2,gamma_relative3,delta_relative0,delta_relative1,delta_relative2,delta_relative3,theta_relative0,theta_relative1,theta_relative2,theta_relative3,alpha_absolute0,alpha_absolute1,alpha_absolute2,alpha_absolute3,beta_absolute0,beta_absolute1,beta_absolute2,beta_absolute3,gamma_absolute0,gamma_absolute1,gamma_absolute2,gamma_absolute3,delta_absolute0,delta_absolute1,delta_absolute2,delta_absolute3,theta_absolute0,theta_absolute1,theta_absolute2,theta_absolute3
2844,0.19179553,0.4390571,-214.84409,984.3765,132.81271,1.0,1.0,1.0,1.0,0.20431224,0.10287411,0.10754538,0.18008995,0.17042954,0.20389763,0.18825802,0.23068792,0.13739815,0.17965013,0.21187915,0.14816192,0.12681425,0.42711517,0.41040564,0.18008995,0.3610458,0.08646297,0.08191182,0.10052831,0.748838,-0.46791798,-0.23542063,1.1095196,0.6700885,-0.17081192,0.007741085,1.217055,0.57652456,-0.22579654,0.05907583,1.0247667,0.5417117,0.15032092,0.3462009,1.1095196,0.99610597,-0.54339397,-0.35366583,0.8563185
2845,0.19179553,0.4390571,-214.84409,984.3765,132.81271,1.0,1.0,1.0,1.0,0.20431224,0.10287411,0.10754538,0.18008995,0.17042954,0.20389763,0.18825802,0.23068792,0.13739815,0.17965013,0.21187915,0.14816192,0.12681425,0.42711517,0.41040564,0.18008995,0.3610458,0.08646297,0.08191182,0.10052831,0.748838,-0.46791798,-0.23542063,1.1095196,0.6700885,-0.17081192,0.007741085,1.217055,0.57652456,-0.22579654,0.05907583,1.0247667,0.5417117,0.15032092,0.3462009,1.1095196,0.99610597,-0.54339397,-0.35366583,0.8563185
2846,0.19179553,0.42852464,-203.12532,988.2828,140.62521,1.0,1.0,1.0,1.0,0.20431224,0.10226111,0.12654139,0.18008995,0.17042954,0.20689479,0.19451739,0.23068792,0.13739815,0.16020682,0.19915439,0.14816192,0.12681425,0.43904817,0.37711135,0.18008995,0.3610458,0.0915891,0.102675475,0.10052831,0.748838,-0.4693581,-0.16828388,1.1095196,0.6700885,-0.16331907,0.018441914,1.217055,0.57652456,-0.2743876,0.028673377,1.0247667,0.5417117,0.16344357,0.30595312,1.1095196,0.99610597,-0.5172248,-0.25904977,0.8563185
2847,0.19179553,0.42852464,-210.93784,984.3765,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10226111,0.12654139,0.18008995,0.17042954,0.20689479,0.19451739,0.23068792,0.13739815,0.16020682,0.19915439,0.14816192,0.12681425,0.43904817,0.37711135,0.18008995,0.3610458,0.0915891,0.102675475,0.10052831,0.748838,-0.4693581,-0.16828388,1.1095196,0.6700885,-0.16331907,0.018441914,1.217055,0.57652456,-0.2743876,0.028673377,1.0247667,0.5417117,0.16344357,0.30595312,1.1095196,0.99610597,-0.5172248,-0.25904977,0.8563185
2848,0.19179553,0.42852464,-210.93784,984.3765,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10226111,0.12654139,0.18008995,0.17042954,0.20689479,0.19451739,0.23068792,0.13739815,0.16020682,0.19915439,0.14816192,0.12681425,0.43904817,0.37711135,0.18008995,0.3610458,0.0915891,0.102675475,0.10052831,0.748838,-0.4693581,-0.16828388,1.1095196,0.6700885,-0.16331907,0.018441914,1.217055,0.57652456,-0.2743876,0.028673377,1.0247667,0.5417117,0.16344357,0.30595312,1.1095196,0.99610597,-0.5172248,-0.25904977,0.8563185
2849,0.19179553,0.425359,-210.93784,980.4703,132.81271,1.0,1.0,1.0,1.0,0.20431224,0.10136781,0.14358255,0.18008995,0.17042954,0.20849016,0.20088857,0.23068792,0.13739815,0.1550016,0.20169267,0.14816192,0.12681425,0.4387487,0.34074616,0.18008995,0.3610458,0.09639173,0.113090046,0.10052831,0.748838,-0.47872066,-0.12276027,1.1095196,0.6700885,-0.16553514,0.023093281,1.217055,0.57652456,-0.29428455,0.024828155,1.0247667,0.5417117,0.15759511,0.25256902,1.1095196,0.99610597,-0.50058097,-0.22643755,0.8563185
2850,0.19179553,0.425359,-207.03157,980.4703,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10136781,0.14358255,0.18008995,0.17042954,0.20849016,0.20088857,0.23068792,0.13739815,0.1550016,0.20169267,0.14816192,0.12681425,0.4387487,0.34074616,0.18008995,0.3610458,0.09639173,0.113090046,0.10052831,0.748838,-0.47872066,-0.12276027,1.1095196,0.6700885,-0.16553514,0.023093281,1.217055,0.57652456,-0.29428455,0.024828155,1.0247667,0.5417117,0.15759511,0.25256902,1.1095196,0.99610597,-0.50058097,-0.22643755,0.8563185
2851,0.19179553,0.425359,-207.03157,984.3765,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10136781,0.14358255,0.18008995,0.17042954,0.20849016,0.20088857,0.23068792,0.13739815,0.1550016,0.20169267,0.14816192,0.12681425,0.4387487,0.34074616,0.18008995,0.3610458,0.09639173,0.113090046,0.10052831,0.748838,-0.47872066,-0.12276027,1.1095196,0.6700885,-0.16553514,0.023093281,1.217055,0.57652456,-0.29428455,0.024828155,1.0247667,0.5417117,0.15759511,0.25256902,1.1095196,0.99610597,-0.50058097,-0.22643755,0.8563185
2852,0.19179553,0.425359,-207.03157,988.2828,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10136781,0.14358255,0.18008995,0.17042954,0.20849016,0.20088857,0.23068792,0.13739815,0.1550016,0.20169267,0.14816192,0.12681425,0.4387487,0.34074616,0.18008995,0.3610458,0.09639173,0.113090046,0.10052831,0.748838,-0.47872066,-0.12276027,1.1095196,0.6700885,-0.16553514,0.023093281,1.217055,0.57652456,-0.29428455,0.024828155,1.0247667,0.5417117,0.15759511,0.25256902,1.1095196,0.99610597,-0.50058097,-0.22643755,0.8563185
2853,0.19179553,0.4236547,-207.03157,984.3765,136.71896,1.0,1.0,1.0,1.0,0.20431224,0.10422632,0.16723654,0.18008995,0.17042954,0.2117013,0.20900676,0.23068792,0.13739815,0.15515769,0.2099495,0.14816192,0.12681425,0.42772818,0.29122213,0.18008995,0.3610458,0.101186514,0.12258507,0.10052831,0.748838,-0.48260683,-0.07121149,1.1095196,0.6700885,-0.17486069,0.025617672,1.217055,0.57652456,-0.3098109,0.027572157,1.0247667,0.5417117,0.13058366,0.16968173,1.1095196,0.99610597,-0.49546155,-0.20610507,0.8563185
